,price
1683,393000
4275,130000
2796,120000
5971,710000
9134,527000
10420,300000
5689,549000
11716,260000
4258,295000
7322,169000
4484,219000
3410,325000
10216,245000
9098,649000
714,479000
1050,350000
2483,199000
280,349000
3503,296000
11631,239000
5995,329000
484,165000
3062,40000
3694,199500
11271,199000
4363,245000
8600,350000
3414,118000
4509,425000
5387,229000
1811,550000
4318,589000
5431,379000
8396,449000
5697,465000
12773,398000
11207,428000
4621,219000
12545,199000
9212,307000
6186,465000
7160,399000
637,390000
9255,265000
3198,339000
6515,249000
9749,425500
4978,279000
12777,269000
12405,249000
7379,298000
5153,205000
5902,310000
2692,549000
200,295000
6314,160000
6705,340533
4580,199000
811,429000
7204,169000
11834,329000
8173,365000
6983,250000
12271,469000
3562,549000
12680,299000
5224,259000
7282,349000
3601,285000
8355,440000
2728,429000
11454,298000
1472,215000
1058,225000
11362,259000
10985,459000
1301,295000
6447,249000
5301,280000
6522,229000
466,260000
13145,299000
4104,575000
215,695000
4985,375000
10869,266555
2624,280000
3433,200000
8987,230000
5749,750000
8222,275000
4530,497500
6457,389000
833,81500
8310,279000
2085,185000
5753,450000
12633,393300
11199,730000
9785,235000
4852,99000
6714,449000
2682,520000
3392,175000
8720,145000
5724,280000
10218,475000
2215,449000
13029,479738
3437,95000
7210,165000
7951,360000
12451,649000
9220,350000
6830,239000
2920,480000
1404,110000
6998,365000
2914,409000
2666,579000
8214,95000
11622,279000
7483,475000
3120,349000
1039,219000
12626,35000
10097,320000
632,175000
1600,227749
11404,320000
8251,235000
10507,127000
11681,170000
908,315000
5397,435000
3141,385000
9562,369500
548,169000
5930,329000
12954,179000
13131,445000
1459,495000
971,275000
4248,350000
11966,155000
1405,249000
5893,420000
6173,297000
9226,259000
4415,620000
10459,424000
3541,351665
10130,259000
2110,315000
9542,165000
9527,159000
1032,345000
8566,365000
6212,209900
6624,163800
4461,195000
3650,354000
9987,428000
11321,275000
3591,480000
770,679000
1519,150000
9777,175000
3692,179000
7507,220000
11338,150000
120,370000
4419,309000
7497,175000
12791,547000
9216,330000
8936,220000
9604,567500
5876,645000
3547,274000
1762,595000
9599,275000
2107,175000
1348,375000
3249,574000
1272,249000
9686,319000
5637,217000
6957,239000
488,548473
4413,425000
3301,449000
11317,175000
5706,225000
1995,279000
3375,366500
1732,150000
12235,525000
1311,507000
4542,175000
2052,279000
1369,260000
9674,399000
12657,375426
11814,178000
4877,313000
1477,519000
9051,292535
11367,268000
2662,156000
8324,380000
951,259000
11588,377000
10946,265000
843,379000
10238,465000
1863,375000
3940,109000
11725,425000
8705,329000
1752,423000
907,450000
6952,265000
5184,225000
2487,515000
8345,525000
11295,330000
6867,180000
10346,389000
12322,350000
7781,310000
6487,295000
8445,270000
10542,321300
9328,158500
3935,179000
2992,240000
10820,286500
7554,469000
12903,319000
9552,259000
4754,235000
2505,599000
4096,675000
4094,240000
8468,225000
10760,98000
7037,260000
10081,199000
492,99000
967,450000
3239,489000
9881,289000
2677,391150
3091,349000
12799,525000
9558,245000
9763,400000
616,319000
8925,199000
877,314500
12336,345000
1516,110000
12599,309900
9924,549000
159,139000
5334,550000
68,235000
4386,175000
6391,250000
7677,566547
12289,248000
10156,410000
7453,630000
12861,395000
3152,339000
10390,455000
1200,298000
5670,795000
5235,481908
10188,225000
6845,120000
4797,250000
431,329000
1531,343995
9490,235000
4099,169000
5760,349900
8217,180000
2538,354285
10757,420000
754,269000
5483,170000
4501,220000
10691,139999
8505,405000
6660,450000
6459,539000
5587,160000
10638,284200
10826,60000
286,345000
5714,625000
11513,424000
2917,269000
691,99000
9263,200000
8419,525000
4821,185000
4613,425000
